UID,Machine failure,Type,Temperature,Rotationalspeed,Tool wear [hour]
8099,0,L,311.6,1500,2.9
8100,0,L,311.7,1603,2.933333333333333
8101,0,L,311.7,1682,2.966666666666667
8102,0,L,311.8,1567,3.0
8103,0,L,311.8,1413,3.033333333333333
8104,0,M,311.9,1429,3.066666666666667
8105,0,L,311.9,1692,3.1166666666666667
8106,0,L,311.9,1476,3.15
8107,0,M,312.0,1596,3.183333333333333
8108,0,H,311.9,1390,3.2333333333333334
8109,0,M,311.8,1607,3.316666666666667
8110,0,L,311.7,1821,3.3666666666666667
8111,0,H,311.8,2141,3.4
8112,1,M,311.8,1553,3.4833333333333334
8113,0,M,311.8,1442,0.0
8114,0,L,311.7,1459,0.05
8115,0,H,311.8,2496,0.08333333333333333
8116,0,L,311.8,1367,0.16666666666666666
8117,0,L,311.8,2004,0.2
8118,0,L,311.7,1406,0.23333333333333334
8119,0,L,311.8,1548,0.26666666666666666
8120,0,L,311.7,1333,0.3
8121,0,L,311.6,1767,0.3333333333333333
8122,0,L,311.6,1827,0.36666666666666664
8123,0,M,311.6,1533,0.4
8124,0,H,311.5,1515,0.45
8125,0,L,311.4,1568,0.5333333333333333
8126,0,L,311.4,1452,0.5666666666666667
8127,0,L,311.4,1433,0.6
8128,0,M,311.3,1650,0.6333333333333333
8129,0,L,311.4,1629,0.6833333333333333
8130,0,L,311.3,1520,0.7166666666666667
8131,0,H,311.2,1393,0.75
8132,0,H,311.2,1364,0.8333333333333334
8133,0,M,311.3,1389,0.9166666666666666
8134,0,L,311.1,1466,0.9666666666666667
8135,0,L,311.1,1650,1.0
8136,0,L,311.0,1554,1.0333333333333334
8137,0,M,310.9,1474,1.0666666666666667
8138,0,H,310.8,1600,1.1166666666666667
8139,0,L,310.8,1356,1.2
8140,0,L,310.8,1571,1.2333333333333334
8141,0,L,310.9,1658,1.2666666666666666
8142,0,L,310.8,1393,1.3
8143,0,M,311.0,1448,1.3333333333333333
8144,0,L,310.9,1477,1.3833333333333333
8145,0,M,311.0,1506,1.4166666666666667
8146,0,M,310.9,1685,1.4666666666666666
8147,0,L,310.9,1533,1.5166666666666666
8148,0,L,310.8,1447,1.55
8149,0,M,310.7,1488,1.5833333333333333
8150,0,M,310.8,1427,1.6333333333333333
8151,0,M,310.7,1424,1.6833333333333333
8152,0,L,310.7,1472,1.7333333333333334
8153,0,L,310.7,1438,1.7666666666666666
8154,0,L,310.8,1507,1.8
8155,0,L,310.7,1393,1.8333333333333333
8156,0,L,310.8,1283,1.8666666666666667
8157,0,L,310.8,1644,1.9
8158,0,L,310.8,1498,1.9333333333333333
8159,0,L,310.8,1400,1.9666666666666666
8160,0,H,310.9,1679,2.0
8161,0,M,311.1,1618,2.0833333333333335
8162,0,H,311.0,1714,2.1333333333333333
8163,0,L,311.0,1574,2.216666666666667
8164,0,L,311.1,1574,2.25
8165,0,L,310.9,1472,2.283333333333333
8166,0,L,311.0,1552,2.316666666666667
8167,0,L,311.1,1603,2.35
8168,0,H,311.1,1353,2.3833333333333333
8169,0,L,311.1,1690,2.466666666666667
8170,0,M,311.2,1745,2.5
8171,0,L,311.3,1522,2.55
8172,0,H,311.4,1641,2.5833333333333335
8173,0,L,311.4,1596,2.6666666666666665
8174,0,H,311.4,1497,2.7
8175,0,L,311.3,1371,2.783333333333333
8176,0,M,311.3,1445,2.816666666666667
8177,0,L,311.2,1564,2.8666666666666667
8178,0,L,311.1,1439,2.9
8179,0,L,311.2,1352,2.933333333333333
8180,0,L,311.3,1560,2.966666666666667
8181,0,M,311.2,1616,3.0
8182,0,L,311.2,1835,3.05
8183,0,M,311.1,1649,3.0833333333333335
8184,0,L,311.1,1452,3.1333333333333333
8185,0,L,311.1,2144,3.1666666666666665
8186,0,L,311.1,1554,3.2
8187,0,L,311.0,1827,3.2333333333333334
8188,0,L,310.9,1448,3.2666666666666666
8189,0,M,310.9,1530,3.3
8190,0,L,311.0,1983,3.35
8191,0,M,310.9,1620,3.3833333333333333
8192,0,M,310.9,1630,3.433333333333333
8193,1,L,310.9,1229,3.4833333333333334
8194,0,L,310.8,1873,3.5166666666666666
8195,0,L,310.7,1426,3.55
8196,1,L,310.8,1376,3.5833333333333335
8197,0,L,310.8,1622,3.6166666666666667
8198,0,M,310.7,1492,3.65
8199,0,M,310.7,1374,3.7
8200,1,L,310.7,1737,3.75
8201,0,L,310.8,1426,0.0
8202,0,M,310.9,1826,0.03333333333333333
8203,0,L,310.9,1669,0.08333333333333333
8204,0,M,310.9,1473,0.11666666666666667
8205,0,L,310.9,1751,0.16666666666666666
8206,0,M,310.9,1446,0.2
8207,0,L,310.8,1483,0.25
8208,0,L,310.7,1535,0.2833333333333333
8209,0,L,310.7,1477,0.31666666666666665
8210,0,L,310.8,1391,0.35
8211,0,H,310.7,1636,0.38333333333333336
8212,0,L,310.6,1675,0.4666666666666667
8213,0,H,310.5,1329,0.5
8214,0,M,310.5,1548,0.5833333333333334
8215,0,L,310.5,1391,0.6333333333333333
8216,0,L,310.5,1437,0.6666666666666666
8217,0,L,310.6,1370,0.7
8218,0,L,310.6,1577,0.7333333333333333
8219,0,L,310.5,1485,0.7666666666666667
8220,0,L,310.4,1504,0.8
8221,0,M,310.3,1551,0.8333333333333334
8222,0,M,310.5,1428,0.8833333333333333
8223,0,L,310.5,1755,0.9333333333333333
8224,0,L,310.5,1329,0.9666666666666667
8225,0,L,310.5,1496,1.0
8226,0,L,310.5,1532,1.0333333333333334
8227,0,L,310.5,1389,1.0666666666666667
8228,0,M,310.4,1524,1.1
8229,0,M,310.4,1422,1.15
8230,0,L,310.5,1739,1.2
8231,0,L,310.5,1736,1.2333333333333334
8232,0,L,310.5,1419,1.2666666666666666
8233,0,L,310.6,1326,1.3
8234,0,M,310.6,1449,1.3333333333333333
8235,0,L,310.6,1534,1.3833333333333333
8236,0,M,310.6,1443,1.4166666666666667
8237,0,L,310.6,1498,1.4666666666666666
8238,0,L,310.6,1796,1.5
8239,0,L,310.4,1519,1.5333333333333334
8240,0,L,310.4,1339,1.5666666666666667
8241,0,L,310.4,1483,1.6
8242,0,M,310.2,2099,1.6333333333333333
8243,0,M,310.3,1689,1.6833333333333333
8244,0,H,310.4,1369,1.7333333333333334
8245,0,L,310.4,1512,1.8166666666666667
8246,1,M,310.3,1303,1.85
8247,0,L,310.3,1552,1.9
8248,0,L,310.4,1713,1.9333333333333333
8249,0,L,310.3,1456,1.9666666666666666
8250,0,L,310.4,1524,2.0
8251,0,M,310.4,1394,2.033333333333333
8252,0,L,310.4,1981,2.0833333333333335
8253,0,L,310.4,1565,2.1166666666666667
8254,0,L,310.4,1657,2.15
8255,0,M,310.4,1625,2.183333333333333
8256,0,L,310.4,1606,2.2333333333333334
8257,0,H,310.5,1336,2.2666666666666666
8258,0,M,310.6,1587,2.35
8259,0,L,310.6,1602,2.4
8260,0,L,310.5,1471,2.433333333333333
8261,0,H,310.6,1332,2.466666666666667
8262,0,H,310.6,1434,2.55
8263,0,L,310.6,1921,2.6333333333333333
8264,0,H,310.6,1704,2.6666666666666665
8265,0,M,310.6,1397,2.75
8266,0,H,310.6,1791,2.8
8267,0,L,310.6,1818,2.8833333333333333
8268,0,L,310.7,1540,2.9166666666666665
8269,0,M,310.8,1502,2.95
8270,0,H,310.8,1761,3.0
8271,0,M,310.8,1517,3.0833333333333335
8272,0,L,310.7,1309,3.1333333333333333
8273,0,L,310.6,1363,3.1666666666666665
8274,0,M,310.6,1787,3.2
8275,0,L,310.5,1640,3.25
8276,0,M,310.6,1720,3.283333333333333
8277,0,L,310.5,1384,3.3333333333333335
8278,0,H,310.5,1294,3.3666666666666667
8279,0,L,310.5,1464,3.45
8280,0,L,310.6,1803,3.4833333333333334
8281,0,L,310.6,1602,3.5166666666666666
8282,0,H,310.6,1519,3.55
8283,0,M,310.7,1638,3.6333333333333333
8284,0,H,310.6,1615,3.683333333333333
8285,0,L,310.6,1651,0.0
8286,0,L,310.6,1387,0.03333333333333333
8287,0,M,310.5,1678,0.06666666666666667
8288,0,L,310.6,1585,0.11666666666666667
8289,0,M,310.6,1640,0.15
8290,0,L,310.6,1406,0.2
8291,0,M,310.6,1679,0.23333333333333334
8292,0,L,310.5,1717,0.2833333333333333
8293,0,H,310.5,1429,0.31666666666666665
8294,0,M,310.4,1533,0.4
8295,0,M,310.5,1525,0.45
8296,0,L,310.4,1739,0.5
8297,0,L,310.3,1436,0.5333333333333333
8298,0,M,310.2,1595,0.5666666666666667
8299,0,H,310.1,1435,0.6166666666666667
8300,0,L,310.0,1637,0.7
8301,0,L,310.1,1558,0.7333333333333333
8302,0,M,310.1,1644,0.7666666666666667
8303,0,L,310.1,1641,0.8166666666666667
8304,0,L,310.2,1504,0.85
8305,0,M,310.1,1506,0.8833333333333333
8306,0,H,310.1,1380,0.9333333333333333
8307,0,M,310.1,1549,1.0166666666666666
8308,1,M,310.1,1402,1.0666666666666667
8309,0,L,310.1,1401,1.1166666666666667
8310,0,M,310.0,1459,1.15
8311,0,L,309.9,1465,1.2
8312,0,M,310.0,1295,1.2333333333333334
8313,0,M,310.0,1529,1.2833333333333334
8314,0,M,310.0,1484,1.3333333333333333
8315,0,L,309.9,1739,1.3833333333333333
8316,0,H,309.8,1422,1.4166666666666667
8317,0,L,309.8,1463,1.5
8318,0,L,309.7,1667,1.5333333333333334
8319,0,H,309.7,1565,1.5666666666666667
8320,0,L,309.7,1393,1.65
8321,0,M,309.7,1453,1.6833333333333333
8322,0,L,309.6,1442,1.7333333333333334
8323,0,L,309.6,1364,1.7666666666666666
8324,0,H,309.5,1453,1.8
8325,0,M,309.5,1394,1.8833333333333333
8326,0,M,309.5,1500,1.9333333333333333
8327,0,H,309.5,1523,1.9833333333333334
8328,0,M,309.6,1254,2.066666666666667
8329,0,L,309.5,1325,2.1166666666666667
8330,0,L,309.7,1424,2.15
8331,0,L,309.7,1505,2.183333333333333
8332,0,M,309.7,1392,2.216666666666667
8333,0,L,309.7,1529,2.2666666666666666
8334,0,M,309.7,1477,2.3
8335,0,M,309.7,1459,2.35
8336,0,M,309.8,2240,2.4
8337,0,L,309.7,1449,2.45
8338,0,M,309.7,1589,2.4833333333333334
8339,0,L,309.7,1740,2.533333333333333
8340,0,M,309.7,1499,2.566666666666667
8341,0,M,309.7,1480,2.6166666666666667
8342,0,L,309.7,1751,2.6666666666666665
8343,0,L,309.7,1510,2.7
8344,0,H,309.8,1437,2.7333333333333334
8345,0,L,309.7,1609,2.816666666666667
8346,0,H,309.8,1490,2.85
8347,0,L,309.7,1601,2.933333333333333
8348,0,L,309.6,1665,2.966666666666667
8349,0,M,309.6,1452,3.0
8350,0,M,309.5,1487,3.05
8351,0,M,309.6,1382,3.1
8352,0,M,309.6,1686,3.15
8353,0,L,309.6,1491,3.2
8354,0,L,309.6,1442,3.2333333333333334
8355,0,L,309.6,1390,3.2666666666666666
8356,0,L,309.6,1502,3.3
8357,0,M,309.6,1344,3.3333333333333335
8358,1,L,309.5,1385,3.3833333333333333
8359,0,L,309.7,1547,0.0
8360,0,M,309.6,1525,0.03333333333333333
8361,0,L,309.6,1540,0.08333333333333333
8362,0,L,309.5,1450,0.11666666666666667
8363,0,L,309.6,1353,0.15
8364,0,L,309.7,1582,0.18333333333333332
8365,0,L,309.8,1396,0.21666666666666667
8366,0,M,309.8,1551,0.25
8367,0,M,309.8,1836,0.3
8368,0,L,309.8,1390,0.35
8369,0,L,309.8,1534,0.38333333333333336
8370,0,L,309.7,1953,0.4166666666666667
8371,0,L,309.8,1634,0.45
8372,0,L,309.7,1881,0.48333333333333334
8373,0,M,309.7,1448,0.5166666666666667
8374,0,M,309.7,1362,0.5666666666666667
8375,0,L,309.7,1225,0.6166666666666667
8376,0,M,309.6,1384,0.65
8377,0,L,309.8,1334,0.7
8378,0,L,309.7,1336,0.7333333333333333
8379,0,M,309.9,1331,0.7666666666666667
8380,0,L,309.9,1629,0.8166666666666667
8381,0,L,310.0,1776,0.85
8382,0,H,310.0,1530,0.8833333333333333
8383,0,L,310.0,1719,0.9666666666666667
8384,0,M,309.9,1495,1.0
8385,0,L,309.7,1450,1.05
8386,0,H,309.8,1563,1.0833333333333333
8387,0,M,309.9,1501,1.1666666666666667
8388,0,L,309.9,1351,1.2166666666666666
8389,0,L,309.9,1365,1.25
8390,0,L,309.9,1525,1.2833333333333334
8391,0,M,309.8,1288,1.3166666666666667
8392,0,L,309.6,1423,1.3666666666666667
8393,0,M,309.6,1502,1.4
8394,0,L,309.5,1428,1.45
8395,0,M,309.5,1566,1.4833333333333334
8396,0,M,309.5,1483,1.5333333333333334
8397,0,H,309.6,1593,1.5833333333333333
8398,0,L,309.6,1724,1.6666666666666667
8399,1,L,309.7,2617,1.7
8400,0,L,309.7,1294,1.7333333333333334
8401,0,L,309.6,1533,1.7666666666666666
8402,0,H,309.4,1671,1.8
8403,0,L,309.5,1370,1.8833333333333333
8404,0,L,309.6,1462,1.9166666666666667
8405,0,L,309.5,1545,1.95
8406,0,M,309.5,1484,1.9833333333333334
8407,0,M,309.5,1344,2.033333333333333
8408,0,L,309.5,1357,2.0833333333333335
8409,0,M,309.6,1572,2.1166666666666667
8410,0,L,309.6,1861,2.1666666666666665
8411,0,L,309.5,1548,2.2
8412,0,L,309.8,1496,2.2333333333333334
8413,0,M,309.7,1314,2.2666666666666666
8414,0,M,309.7,1422,2.316666666666667
8415,0,L,309.8,1842,2.3666666666666667
8416,0,M,309.9,1434,2.4
8417,0,M,310.1,1585,2.45
8418,0,H,310.1,1704,2.5
8419,0,L,310.2,1971,2.5833333333333335
8420,0,L,310.3,1431,2.6166666666666667
8421,0,L,310.4,1546,2.65
8422,0,L,310.3,1496,2.683333333333333
8423,0,H,310.3,1243,2.716666666666667
8424,0,L,310.4,1452,2.8
8425,0,L,310.6,1380,2.8333333333333335
8426,0,L,310.6,1567,2.8666666666666667
8427,0,L,310.5,1628,2.9
8428,0,L,310.4,1505,2.933333333333333
8429,0,M,310.3,1827,2.966666666666667
8430,0,L,310.3,1577,3.0166666666666666
8431,0,L,310.2,1304,3.05
8432,0,H,310.1,1324,3.0833333333333335
8433,0,L,310.0,1537,3.1666666666666665
8434,0,M,310.1,1501,3.2
8435,0,M,309.9,1654,3.25
8436,0,M,310.0,1519,3.3
8437,0,L,309.9,1371,3.35
8438,1,L,309.8,1181,3.3833333333333333
8439,0,L,309.8,1469,3.4166666666666665
8440,0,L,309.8,1637,3.45
8441,0,L,309.8,1370,0.0
8442,0,L,309.9,1630,0.03333333333333333
8443,0,L,310.0,1517,0.06666666666666667
8444,0,M,309.9,1668,0.1
8445,0,M,309.9,1818,0.15
8446,0,M,310.0,1541,0.2
8447,0,L,309.9,1482,0.25
8448,0,L,310.1,1439,0.2833333333333333
8449,0,L,310.0,1492,0.31666666666666665
8450,0,L,309.9,1725,0.35
8451,0,L,310.0,1559,0.38333333333333336
8452,0,L,310.0,1435,0.4166666666666667
8453,0,M,310.0,1512,0.45
8454,0,L,309.9,1564,0.5
8455,0,L,310.0,1522,0.5333333333333333
8456,0,L,309.9,1356,0.5666666666666667
8457,0,L,309.9,1556,0.6
8458,0,L,309.9,1393,0.6333333333333333
8459,0,L,309.9,1753,0.6666666666666666
8460,0,L,309.9,1651,0.7
8461,0,L,309.9,1372,0.7333333333333333
8462,0,L,309.9,1446,0.7666666666666667
8463,0,M,309.8,1501,0.8
8464,0,M,309.9,1411,0.85
8465,0,H,309.7,1672,0.9
8466,0,M,309.8,1475,0.9833333333333333
8467,0,L,309.8,1469,1.0333333333333334
8468,0,L,309.8,1704,1.0666666666666667
8469,0,H,309.7,1463,1.1
8470,0,M,309.7,1280,1.1833333333333333
8471,0,L,309.9,1464,1.2333333333333334
8472,0,L,309.8,1332,1.2666666666666666
8473,0,L,309.7,1634,1.3
8474,0,M,309.8,1430,1.3333333333333333
8475,0,M,309.7,1523,1.3833333333333333
8476,0,M,309.7,1557,1.4333333333333333
8477,0,L,309.6,1585,1.4833333333333334
8478,0,H,309.6,1579,1.5166666666666666
8479,0,M,309.7,1354,1.6
8480,0,L,309.7,1627,1.65
8481,0,L,309.6,1477,1.6833333333333333
8482,0,M,309.4,1595,1.7166666666666666
8483,0,L,309.5,1520,1.7666666666666666
8484,0,L,309.4,1618,1.8
8485,0,L,309.5,1397,1.8333333333333333
8486,0,L,309.5,1450,1.8666666666666667
8487,0,M,309.5,1501,1.9
8488,0,L,309.4,1392,1.95
8489,0,L,309.4,1385,1.9833333333333334
8490,0,L,309.4,1461,2.0166666666666666
8491,0,M,309.6,1364,2.05
8492,0,L,309.5,1579,2.1
8493,0,M,309.5,1514,2.1333333333333333
8494,0,M,309.5,1560,2.183333333333333
8495,0,L,309.5,1542,2.2333333333333334
8496,0,L,309.4,1668,2.2666666666666666
8497,0,M,309.4,1816,2.3
8498,0,M,309.4,1509,2.35
8499,0,L,309.6,1479,2.4
8500,0,L,309.6,1655,2.433333333333333
8501,0,L,309.5,1711,2.466666666666667
8502,0,L,309.7,1581,2.5
8503,0,H,309.8,1279,2.533333333333333
8504,0,L,309.8,1468,2.6166666666666667
8505,0,L,309.7,1419,2.65
8506,0,L,309.7,1530,2.683333333333333
8507,1,L,309.6,1710,2.716666666666667
8508,0,L,309.7,1518,2.75
8509,0,M,309.7,1679,2.783333333333333
8510,0,M,309.7,1870,2.8333333333333335
8511,0,L,309.7,1484,2.8833333333333333
8512,0,L,309.7,1457,2.9166666666666665
8513,0,H,309.6,1546,2.95
8514,0,M,309.5,1478,3.033333333333333
8515,0,L,309.4,1447,3.0833333333333335
8516,0,L,309.4,1443,3.1166666666666667
8517,0,L,309.6,1527,3.15
8518,0,M,309.6,1469,3.183333333333333
8519,0,M,309.6,1681,3.2333333333333334
8520,0,L,309.6,1420,3.283333333333333
8521,0,M,309.5,1543,3.316666666666667
8522,0,L,309.5,1376,3.3666666666666667
8523,0,H,309.4,1631,0.0
8524,0,H,309.3,1529,0.08333333333333333
8525,0,L,309.4,1468,0.16666666666666666
8526,0,L,309.4,1378,0.2
8527,0,L,309.3,1401,0.23333333333333334
8528,0,L,309.3,1531,0.26666666666666666
8529,0,L,309.3,1512,0.3
8530,0,M,309.4,1522,0.3333333333333333
8531,0,M,309.3,1615,0.38333333333333336
8532,0,L,309.3,1449,0.43333333333333335
8533,0,L,309.4,1315,0.4666666666666667
8534,0,M,309.4,1465,0.5
8535,0,M,309.5,1404,0.55
8536,0,L,309.5,1547,0.6
8537,0,M,309.5,1426,0.6333333333333333
8538,0,L,309.5,1730,0.6833333333333333
8539,0,L,309.4,1548,0.7166666666666667
8540,0,L,309.4,1517,0.75
8541,0,L,309.5,1687,0.7833333333333333
8542,0,L,309.5,1738,0.8166666666666667
8543,0,H,309.4,1512,0.85
8544,0,M,309.4,1365,0.9333333333333333
8545,0,H,309.4,2011,0.9833333333333333
8546,0,L,309.3,1806,1.0666666666666667
8547,0,L,309.3,1716,1.1
8548,0,M,309.4,1666,1.1333333333333333
8549,0,L,309.4,1578,1.1833333333333333
8550,0,L,309.3,1558,1.2166666666666666
8551,0,L,309.2,1456,1.25
8552,0,M,309.1,1457,1.2833333333333334
8553,0,L,309.1,1467,1.3333333333333333
8554,0,M,309.0,1661,1.3666666666666667
8555,0,L,309.0,1592,1.4166666666666667
8556,0,L,309.0,1596,1.45
8557,0,L,309.0,1489,1.4833333333333334
8558,0,L,309.0,1471,1.5166666666666666
8559,0,M,309.0,1505,1.55
8560,0,L,309.0,1519,1.6
8561,0,L,309.0,1408,1.6333333333333333
8562,0,L,308.9,1332,1.6666666666666667
8563,0,L,308.9,1351,1.7
8564,0,L,308.9,1500,1.7333333333333334
8565,0,M,308.7,1614,1.7666666666666666
8566,0,L,308.8,1489,1.8166666666666667
8567,0,M,308.7,1751,1.85
8568,0,L,308.7,1511,1.9
8569,0,L,308.6,1691,1.9333333333333333
8570,0,L,308.6,1757,1.9666666666666666
8571,0,H,308.7,1545,2.0
8572,0,L,308.6,2262,2.0833333333333335
8573,0,M,308.5,1559,2.1166666666666667
8574,0,L,308.4,1626,2.1666666666666665
8575,0,L,308.3,1424,2.2
8576,0,M,308.3,1648,2.2333333333333334
8577,0,L,308.3,1523,2.283333333333333
8578,0,L,308.3,1502,2.316666666666667
8579,0,L,308.2,1489,2.35
8580,0,M,308.1,1620,2.3833333333333333
8581,0,L,308.1,1631,2.433333333333333
8582,0,M,308.0,1429,2.466666666666667
8583,1,M,308.1,1334,2.5166666666666666
8584,0,L,308.0,1423,2.566666666666667
8585,0,L,307.9,1390,2.6
8586,0,M,307.9,1338,2.6333333333333333
8587,0,H,307.9,1461,2.683333333333333
8588,0,M,307.9,1627,2.7666666666666666
8589,0,L,307.8,1385,2.816666666666667
8590,0,M,307.8,1538,2.85
8591,0,L,307.9,1557,2.9
8592,0,L,307.9,1606,2.933333333333333
8593,0,M,308.0,1430,2.966666666666667
8594,0,M,308.0,1601,3.0166666666666666
8595,0,L,308.0,1356,3.066666666666667
8596,0,M,308.2,1624,3.1
8597,0,L,308.2,1327,3.15
8598,0,L,308.3,1410,3.183333333333333
8599,0,L,308.3,1478,3.216666666666667
8600,0,L,308.4,1460,3.25
8601,0,L,308.3,1435,3.283333333333333
8602,0,H,308.2,1359,3.316666666666667
8603,0,L,308.1,1729,3.4
8604,0,H,308.0,1384,3.433333333333333
8605,0,L,308.2,1297,3.5166666666666666
8606,0,L,308.4,1633,3.55
8607,0,M,308.4,1505,3.5833333333333335
8608,0,L,308.4,1433,3.6333333333333333
8609,1,L,308.4,1369,3.6666666666666665
8610,1,L,308.3,1475,3.7
8611,0,L,308.3,1561,0.0
8612,0,L,308.3,1472,0.03333333333333333
8613,0,L,308.4,1441,0.06666666666666667
8614,0,M,308.5,1401,0.1
8615,0,L,308.5,1691,0.15
8616,0,L,308.6,1382,0.18333333333333332
8617,0,L,308.6,1355,0.21666666666666667
8618,0,L,308.6,1529,0.25
8619,0,L,308.7,1829,0.2833333333333333
8620,0,H,308.6,1480,0.31666666666666665
8621,0,L,308.5,1475,0.4
8622,0,M,308.5,1431,0.43333333333333335
8623,0,L,308.3,1437,0.48333333333333334
8624,0,M,308.3,1476,0.5166666666666667
8625,0,H,308.4,1490,0.5666666666666667
8626,0,L,308.3,1632,0.65
8627,0,L,308.2,1402,0.6833333333333333
8628,0,L,308.3,1347,0.7166666666666667
8629,0,L,308.4,1747,0.75
8630,0,H,308.5,1557,0.7833333333333333
8631,0,L,308.4,1371,0.8666666666666667
8632,0,H,308.3,1506,0.9
8633,0,L,308.3,1590,0.9833333333333333
8634,0,L,308.3,1336,1.0166666666666666
8635,0,L,308.3,1411,1.05
8636,0,L,308.3,1704,1.0833333333333333
8637,0,L,308.4,1723,1.1166666666666667
8638,0,L,308.5,1459,1.15
8639,0,L,308.5,1572,1.1833333333333333
8640,0,L,308.4,1384,1.2166666666666666
8641,0,L,308.6,1383,1.25
8642,0,M,308.5,1360,1.2833333333333334
8643,0,M,308.4,1596,1.3333333333333333
8644,0,L,308.5,1448,1.3833333333333333
8645,0,M,308.5,1443,1.4166666666666667
8646,0,M,308.6,1492,1.4666666666666666
8647,0,L,308.6,1497,1.5166666666666666
8648,0,L,308.5,1530,1.55
8649,0,M,308.4,1478,1.5833333333333333
8650,0,L,308.4,1328,1.6333333333333333
8651,0,H,308.3,1771,1.6666666666666667
8652,0,M,308.4,1564,1.75
8653,0,H,308.3,1461,1.8
8654,0,M,308.3,1335,1.8833333333333333
8655,0,M,308.4,1441,1.9333333333333333
8656,0,L,308.3,1268,1.9833333333333334
8657,0,M,308.3,1697,2.0166666666666666
8658,0,L,308.4,1421,2.066666666666667
8659,0,L,308.5,1496,2.1
8660,0,L,308.5,1375,2.1333333333333333
8661,0,L,308.5,1295,2.1666666666666665
8662,0,L,308.5,1643,2.2
8663,0,L,308.6,1514,2.2333333333333334
8664,0,L,308.6,1671,2.2666666666666666
8665,0,H,308.6,1355,2.3
8666,0,L,308.7,1365,2.3833333333333333
8667,0,L,308.7,1407,2.4166666666666665
8668,0,M,308.8,1455,2.45
8669,0,L,308.8,1502,2.5
8670,0,M,308.8,1471,2.533333333333333
8671,0,L,308.9,1581,2.5833333333333335
8672,0,L,308.8,1530,2.6166666666666667
8673,0,L,308.8,1312,2.65
8674,0,L,308.6,1494,2.683333333333333
8675,0,M,308.6,1528,2.716666666666667
8676,0,H,308.6,1688,2.7666666666666666
8677,0,M,308.5,1520,2.85
8678,0,M,308.5,1664,2.9
8679,0,L,308.5,1514,2.95
8680,0,L,308.5,1456,2.9833333333333334
8681,0,L,308.5,1494,3.0166666666666666
8682,0,L,308.4,1605,3.05
8683,0,M,308.5,1353,3.0833333333333335
8684,0,L,308.5,1447,3.1333333333333333
8685,0,L,308.5,1588,3.1666666666666665
8686,0,H,308.5,1524,3.2
8687,0,M,308.5,1611,3.283333333333333
8688,0,M,308.5,1604,3.3333333333333335
8689,0,L,308.5,1483,3.3833333333333333
8690,0,L,308.4,1543,3.4166666666666665
8691,1,L,308.5,1323,3.45
8692,0,L,308.5,1555,0.0
8693,0,L,308.4,1583,0.03333333333333333
8694,0,M,308.5,1584,0.06666666666666667
8695,0,L,308.5,1766,0.11666666666666667
8696,0,M,308.6,1498,0.15
8697,0,L,308.6,1413,0.2
8698,0,L,308.6,1505,0.23333333333333334
8699,0,H,308.7,1438,0.26666666666666666
8700,0,M,308.7,1655,0.35
8701,0,M,308.7,1451,0.4
8702,0,M,308.7,1466,0.45
8703,0,L,308.6,1774,0.5
8704,0,M,308.6,1284,0.5333333333333333
8705,0,L,308.5,1425,0.5833333333333334
8706,0,L,308.6,1437,0.6166666666666667
8707,0,L,308.6,1335,0.65
8708,0,L,308.5,1471,0.6833333333333333
8709,0,M,308.5,1364,0.7166666666666667
8710,0,L,308.5,1578,0.7666666666666667
8711,0,L,308.5,1712,0.8
8712,0,L,308.5,1733,0.8333333333333334
8713,0,L,308.6,1652,0.8666666666666667
8714,0,L,308.6,1917,0.9
8715,0,M,308.6,1444,0.9333333333333333
8716,0,L,308.6,1442,0.9833333333333333
8717,0,M,308.6,1717,1.0166666666666666
8718,0,L,308.7,1474,1.0666666666666667
8719,0,L,308.7,1509,1.1
8720,0,L,308.8,1451,1.1333333333333333
8721,0,L,308.8,1554,1.1666666666666667
8722,0,L,308.7,1669,1.2
8723,0,L,308.6,1366,1.2333333333333334
8724,0,L,308.6,1578,1.2666666666666666
8725,0,M,308.6,1513,1.3
8726,0,M,308.5,1515,1.35
8727,0,L,308.6,1562,1.4
8728,0,L,308.7,1501,1.4333333333333333
8729,0,M,308.7,1398,1.4666666666666666
8730,0,L,308.7,1352,1.5166666666666666
8731,0,H,308.7,1569,1.55
8732,0,H,308.6,1486,1.6333333333333333
8733,0,L,308.6,1864,1.7166666666666666
8734,0,M,308.7,1447,1.75
8735,0,L,308.6,1392,1.8
8736,0,L,308.6,1358,1.8333333333333333
8737,0,L,308.7,1491,1.8666666666666667
8738,0,L,308.7,1556,1.9
8739,0,L,308.7,1531,1.9333333333333333
8740,0,H,308.7,1429,1.9666666666666666
8741,0,M,308.8,1573,2.05
8742,0,L,308.8,1538,2.1
8743,0,L,308.8,1467,2.1333333333333333
8744,0,H,308.7,1323,2.1666666666666665
8745,0,M,308.7,1798,2.25
8746,0,L,308.6,1411,2.3
8747,0,L,308.5,1528,2.3333333333333335
8748,0,L,308.5,1504,2.3666666666666667
8749,0,L,308.5,1384,2.4
8750,0,L,308.4,1677,2.433333333333333
8751,0,L,308.5,1764,2.466666666666667
8752,0,M,308.5,1472,2.5
8753,0,M,308.5,1465,2.55
8754,0,M,308.6,1657,2.6
8755,0,L,308.6,1635,2.65
8756,0,M,308.7,1582,2.683333333333333
8757,0,L,308.7,1761,2.7333333333333334
8758,0,L,308.8,1587,2.7666666666666666
