UID,Machine failure,Type,Temperature,Tool wear [min],Rotationalspeed
7516,0,M,311.9,9,1335
7517,0,M,311.7,12,1236
7518,0,L,311.7,15,1445
7519,0,L,311.5,17,1500
7520,0,L,311.6,19,1999
7521,0,L,311.6,21,1529
7522,0,M,311.6,23,1467
7523,0,L,311.5,26,1334
7524,0,M,311.5,28,1343
7525,0,L,311.5,31,1639
7526,0,H,311.5,33,1383
7527,0,L,311.4,38,1660
7528,0,L,311.3,40,1470
7529,0,M,311.3,42,1748
7530,0,L,311.4,45,1467
7531,0,M,311.4,47,1617
7532,0,H,311.4,50,1377
7533,0,M,311.3,55,1629
7534,0,L,311.2,58,1504
7535,0,L,311.2,60,1418
7536,0,L,311.2,62,1629
7537,1,L,311.3,64,2579
7538,0,L,311.3,66,1305
7539,0,M,311.4,68,1450
7540,0,L,311.3,71,1487
7541,0,M,311.3,73,1587
7542,0,M,311.5,76,1528
7543,0,M,311.6,79,1401
7544,0,L,311.5,82,1446
7545,0,L,311.4,84,1425
7546,0,L,311.4,86,1891
7547,0,H,311.5,88,1454
7548,0,L,311.4,93,1430
7549,0,L,311.4,95,1495
7550,0,L,311.4,97,1544
7551,0,M,311.4,99,1554
7552,0,M,311.3,102,1491
7553,0,L,311.3,105,1525
7554,0,L,311.3,107,1505
7555,0,M,311.4,109,1371
7556,0,L,311.3,112,1332
7557,0,L,311.4,114,1471
7558,0,M,311.5,116,1750
7559,0,M,311.4,119,1386
7560,0,M,311.4,122,1355
7561,0,M,311.3,125,1377
7562,0,L,311.1,128,1388
7563,0,M,311.1,130,1350
7564,0,M,311.2,133,1831
7565,1,M,311.2,136,1381
7566,0,M,311.2,139,1783
7567,0,L,311.0,142,1613
7568,0,M,311.0,144,2370
7569,0,L,311.0,147,1627
7570,1,L,311.0,149,1255
7571,0,H,311.0,151,1777
7572,0,L,311.1,156,1606
7573,0,L,311.1,158,1676
7574,0,L,311.1,160,1605
7575,0,L,311.1,162,1487
7576,0,L,311.2,164,1471
7577,0,M,311.1,166,1477
7578,0,L,311.2,169,1530
7579,0,L,311.2,171,1673
7580,0,L,311.2,173,1436
7581,0,L,311.3,175,1495
7582,0,M,311.2,177,1366
7583,0,H,311.2,180,1489
7584,0,L,311.1,185,1480
7585,0,L,311.2,187,1472
7586,0,L,311.1,189,1397
7587,0,L,311.1,191,1589
7588,0,L,311.1,193,1405
7589,0,L,311.1,195,2013
7590,0,L,311.0,197,1802
7591,0,M,311.0,199,1433
7592,1,M,311.1,202,1296
7593,0,M,311.2,205,1551
7594,1,L,311.2,208,1270
7595,0,L,311.3,0,1531
7596,0,H,311.2,2,1397
7597,0,L,311.1,7,1547
7598,0,L,311.0,9,2074
7599,0,L,311.1,11,1491
7600,0,L,311.0,13,1759
7601,0,M,311.0,15,1595
7602,0,L,311.2,18,1351
7603,0,L,311.2,20,1705
7604,0,L,311.2,22,1406
7605,0,L,311.3,24,1639
7606,0,H,311.3,26,2026
7607,0,M,311.3,31,1350
7608,0,M,311.3,34,1468
7609,0,L,311.4,37,1642
7610,0,L,311.3,39,1490
7611,0,M,311.3,41,1507
7612,0,L,311.4,44,1611
7613,0,M,311.4,46,1743
7614,0,L,311.3,49,1475
7615,0,L,311.4,51,1432
7616,0,L,311.4,53,1442
7617,0,M,311.4,55,1468
7618,0,L,311.4,58,1556
7619,0,M,311.4,60,1312
7620,0,L,311.5,63,1459
7621,0,L,311.5,65,1651
7622,0,L,311.5,67,1490
7623,0,M,311.6,69,1473
7624,0,L,311.7,72,1734
7625,0,L,311.7,74,1507
7626,0,L,311.7,76,1556
7627,0,H,311.6,78,1351
7628,0,L,311.7,83,1445
7629,0,L,311.7,85,1619
7630,0,M,311.7,87,1269
7631,0,L,311.6,90,1534
7632,0,L,311.6,92,1444
7633,0,L,311.6,94,1744
7634,0,L,311.5,96,1441
7635,0,M,311.3,98,1506
7636,0,L,311.4,101,1526
7637,0,L,311.5,103,1704
7638,0,H,311.4,105,1445
7639,0,L,311.5,110,1661
7640,0,L,311.4,112,1466
7641,0,L,311.3,114,1608
7642,0,M,311.4,116,1352
7643,0,M,311.4,119,1604
7644,0,H,311.4,122,1427
7645,0,L,311.4,127,1424
7646,0,L,311.4,129,1662
7647,0,L,311.4,131,1936
7648,0,L,311.4,133,1728
7649,0,L,311.4,135,1552
7650,0,H,311.5,137,1662
7651,0,L,311.4,142,1343
7652,0,M,311.5,144,1476
7653,0,L,311.4,147,1346
7654,0,L,311.5,149,1492
7655,0,M,311.5,151,1540
7656,0,L,311.5,154,1596
7657,0,L,311.6,156,1541
7658,0,L,311.6,158,1661
7659,0,M,311.6,160,1359
7660,0,L,311.6,163,1528
7661,0,M,311.6,165,1246
7662,0,L,311.6,168,1575
7663,0,M,311.6,170,1658
7664,0,L,311.6,173,1385
7665,0,H,311.7,175,1454
7666,0,L,311.6,180,1497
7667,0,M,311.7,182,1424
7668,0,L,311.7,185,1528
7669,0,L,311.8,187,1539
7670,1,L,311.8,189,1336
7671,0,L,311.6,191,1525
7672,0,M,311.6,193,1456
7673,0,M,311.7,196,2141
7674,0,M,311.6,199,1476
7675,0,L,311.6,202,1509
7676,0,L,311.6,204,1447
7677,0,L,311.7,206,1448
7678,0,L,311.7,208,1428
7679,0,M,311.7,210,1389
7680,0,L,311.7,213,1635
7681,0,L,311.7,215,1395
7682,0,L,311.8,217,1443
7683,0,M,311.7,219,1412
7684,0,L,311.7,222,1524
7685,0,M,311.8,224,1407
7686,0,L,311.7,227,1397
7687,0,M,311.7,229,1504
7688,1,M,311.7,232,2097
7689,0,L,311.7,0,1553
7690,0,L,311.7,2,1432
7691,0,M,311.6,4,1577
7692,0,M,311.5,7,1370
7693,0,H,311.6,10,1506
7694,0,L,311.6,15,1964
7695,0,H,311.7,17,1500
7696,0,L,311.7,22,1488
7697,0,H,311.5,24,1282
7698,0,L,311.4,29,1400
7699,0,L,311.5,31,1419
7700,0,M,311.5,33,1441
7701,0,M,311.6,36,1348
7702,0,H,311.7,39,1468
7703,0,M,311.7,44,1701
7704,0,H,311.7,47,1864
7705,0,M,311.6,52,1630
7706,0,L,311.5,55,1316
7707,0,L,311.5,57,1708
7708,0,H,311.4,59,1679
7709,0,L,311.4,64,1709
7710,0,L,311.4,66,1445
7711,0,M,311.4,68,1390
7712,0,L,311.4,71,1309
7713,0,L,311.5,73,1499
7714,0,M,311.4,75,2072
7715,0,L,311.5,78,1487
7716,0,L,311.5,80,1302
7717,0,M,311.5,82,1378
7718,0,L,311.6,85,1365
7719,0,H,311.7,87,1427
7720,0,H,311.7,92,1535
7721,0,H,311.6,97,1476
7722,0,L,311.6,102,1425
7723,0,L,311.7,104,1409
7724,0,L,311.6,106,1730
7725,0,M,311.6,108,1454
7726,0,L,311.7,111,1744
7727,0,M,311.9,113,1761
7728,0,M,311.9,116,1657
7729,0,L,311.8,119,1420
7730,0,H,311.9,121,1329
7731,0,L,311.9,126,1472
7732,0,L,312.0,128,1566
7733,0,L,312.0,130,1430
7734,0,L,312.0,132,1481
7735,0,L,312.0,134,1670
7736,0,L,312.0,136,1406
7737,0,H,312.1,138,1354
7738,0,M,312.0,143,1985
7739,0,M,312.0,146,1263
7740,0,L,311.9,149,1576
7741,0,L,312.0,151,1453
7742,0,L,312.0,153,1478
7743,0,M,311.9,155,1323
7744,0,L,311.9,158,1710
7745,0,L,311.7,160,1314
7746,0,L,311.7,162,1460
7747,0,M,311.7,164,1508
7748,0,M,311.8,167,1331
7749,0,L,311.7,170,1515
7750,0,L,311.6,172,1674
7751,0,L,311.7,174,1444
7752,0,M,311.7,176,1398
7753,0,M,311.7,179,1832
7754,0,M,311.8,182,1591
7755,0,M,311.7,185,1478
7756,0,M,311.8,188,1362
7757,1,L,311.8,191,1368
7758,0,M,311.7,193,1723
7759,0,L,311.8,196,1689
7760,1,L,311.8,198,1272
7761,0,M,311.7,200,1511
7762,0,H,311.6,203,1715
7763,0,M,311.5,0,1400
7764,1,L,311.6,3,1200
7765,0,M,311.7,5,1555
7766,0,H,311.6,8,1427
7767,0,L,311.4,13,1318
7768,0,H,311.4,15,1319
7769,0,M,311.4,20,1960
7770,0,L,311.5,23,1552
7771,0,L,311.5,25,1548
7772,0,L,311.6,27,1709
7773,0,H,311.5,29,1464
7774,0,L,311.4,34,1759
7775,0,L,311.5,36,1634
7776,0,L,311.5,38,1663
7777,0,M,311.5,40,1445
7778,0,L,311.5,43,1695
7779,0,L,311.6,45,1517
7780,0,L,311.7,47,1811
7781,0,L,311.6,49,1815
7782,0,L,311.7,51,1513
7783,0,M,311.6,53,1518
7784,0,L,311.5,56,1667
7785,0,L,311.5,58,1403
7786,0,L,311.5,60,1383
7787,0,L,311.5,62,1466
7788,0,L,311.5,64,1378
7789,0,M,311.5,66,1547
7790,0,L,311.5,69,1495
7791,0,L,311.4,71,1729
7792,0,L,311.4,73,1418
7793,0,H,311.4,75,1485
7794,0,L,311.5,80,1434
7795,0,M,311.6,82,1415
7796,0,H,311.6,85,1674
7797,0,L,311.5,90,1454
7798,0,L,311.4,92,1476
7799,0,L,311.5,94,1812
7800,0,L,311.4,96,1374
7801,0,M,311.4,98,1524
7802,0,L,311.4,101,1383
7803,0,L,311.3,103,1429
7804,0,M,311.3,105,1517
7805,0,M,311.4,108,1480
7806,0,L,311.4,111,1706
7807,0,L,311.5,113,1349
7808,0,M,311.5,115,1451
7809,0,L,311.4,118,1627
7810,0,M,311.4,120,1537
7811,0,L,311.5,123,2218
7812,0,M,311.4,125,1466
7813,0,L,311.5,128,1666
7814,0,L,311.5,130,1455
7815,0,L,311.4,132,1927
7816,0,M,311.3,134,1703
7817,0,L,311.2,137,1533
7818,0,H,311.3,139,1785
7819,0,L,311.2,144,2142
7820,0,L,311.2,146,1369
7821,0,M,311.2,148,1706
7822,0,L,311.3,151,1802
7823,0,H,311.3,153,1413
7824,0,L,311.3,158,1484
7825,0,L,311.3,160,1535
7826,0,M,311.2,162,1579
7827,0,L,311.1,165,1300
7828,0,M,311.1,167,1452
7829,0,M,311.1,170,1562
7830,0,L,311.2,173,1664
7831,0,H,311.2,175,1495
7832,0,M,311.4,180,1533
7833,0,L,311.4,183,1484
7834,0,L,311.4,185,1604
7835,0,L,311.4,187,1483
7836,0,L,311.5,189,1549
7837,0,L,311.4,191,1604
7838,0,L,311.5,193,1685
7839,0,L,311.6,195,1372
7840,0,L,311.6,197,1374
7841,0,L,311.6,199,1606
7842,0,L,311.5,201,1471
7843,0,L,311.5,203,1659
7844,0,M,311.7,205,1400
7845,0,L,311.7,208,1503
7846,0,L,311.8,210,1798
7847,0,M,311.6,212,1608
7848,0,L,311.6,215,1322
7849,0,H,311.6,217,1547
7850,1,M,311.7,222,1374
7851,0,M,311.7,0,1447
7852,0,L,311.7,3,1373
7853,0,L,311.7,5,1515
7854,0,L,311.7,7,1317
7855,0,L,311.8,9,1551
7856,0,M,311.8,11,1592
7857,0,L,311.8,14,1433
7858,0,L,311.9,16,1432
7859,0,L,311.9,18,1350
7860,0,M,311.9,20,1370
7861,0,L,312.0,23,1415
7862,0,L,312.0,25,1498
7863,0,M,312.0,27,1382
7864,0,M,311.9,30,1511
7865,0,L,311.9,33,1330
7866,0,L,311.9,35,1383
7867,0,L,311.9,37,1431
7868,0,L,312.0,39,1461
7869,1,H,311.9,41,1438
7870,0,M,312.0,46,1779
7871,0,M,312.1,49,1293
7872,0,L,312.2,52,1308
7873,0,L,312.3,54,1532
7874,0,L,312.4,56,1470
7875,0,L,312.3,58,1548
7876,0,L,312.3,60,1898
7877,0,H,312.2,62,1335
7878,0,L,312.3,67,1420
7879,0,L,312.3,69,1418
7880,0,M,312.3,71,1535
7881,0,H,312.4,74,1457
7882,0,L,312.4,79,1493
7883,0,H,312.3,81,1670
7884,0,H,312.3,86,1446
7885,1,L,312.4,91,1465
7886,0,L,312.3,93,1590
7887,0,M,312.2,95,2174
7888,0,L,312.4,98,1590
7889,0,L,312.3,100,1577
7890,0,M,312.4,102,1371
7891,0,L,312.4,105,1767
7892,0,L,312.5,107,1517
7893,0,M,312.6,109,1555
7894,0,L,312.7,112,1416
7895,0,M,312.6,114,1588
7896,0,L,312.6,117,1422
7897,0,L,312.6,119,1376
7898,0,L,312.5,121,1434
7899,0,L,312.5,123,1423
7900,0,L,312.4,125,1364
7901,0,L,312.4,127,1825
7902,0,L,312.4,129,1365
7903,0,M,312.3,131,1430
7904,0,L,312.3,134,1435
7905,0,M,312.4,136,1811
7906,0,M,312.4,139,1465
7907,0,L,312.4,142,1372
7908,0,L,312.3,144,1858
7909,0,L,312.3,146,1715
7910,0,L,312.2,148,1590
7911,0,M,312.2,150,1664
7912,0,L,312.1,153,1512
7913,0,L,312.1,155,1498
7914,0,L,312.1,157,1395
7915,0,H,312.1,159,1490
7916,0,H,312.1,164,1527
7917,0,L,312.1,169,1512
7918,0,L,312.1,171,1474
7919,0,L,312.1,173,1505
7920,0,L,312.0,175,1496
7921,0,L,312.0,177,1382
7922,0,L,311.9,179,1419
7923,0,L,311.9,181,1462
7924,0,M,312.0,183,1450
7925,0,H,311.9,186,1389
7926,0,M,311.9,191,1697
7927,1,L,311.9,194,1335
7928,0,L,311.9,196,1476
7929,0,L,311.7,198,1497
7930,0,M,311.6,200,1669
7931,0,L,311.6,203,1455
7932,0,L,311.7,205,1499
7933,0,L,311.8,207,1478
7934,0,L,311.8,209,1928
7935,0,M,311.9,211,1621
7936,0,M,311.9,214,1356
7937,0,L,311.7,217,1490
7938,0,L,311.7,219,1578
7939,0,L,311.7,221,1681
7940,0,L,311.8,223,1417
7941,0,M,311.7,0,1532
7942,0,M,311.7,3,1499
7943,0,L,311.7,6,1432
7944,0,L,311.7,8,1753
7945,0,L,311.7,10,1414
7946,0,L,311.7,12,1655
7947,0,L,311.6,14,1516
7948,0,L,311.7,16,1426
7949,0,L,311.7,18,1479
7950,0,M,311.5,20,1569
7951,0,L,311.6,23,1568
7952,0,M,311.8,25,1843
7953,0,M,311.9,28,1480
7954,0,L,312.0,31,1447
7955,0,L,311.9,33,1454
7956,0,M,311.9,35,1310
7957,0,H,311.9,38,1513
7958,0,H,311.9,43,2140
7959,0,L,312.1,48,1377
7960,0,L,312.1,50,1585
7961,0,H,312.2,52,1491
7962,0,L,312.2,57,1264
7963,0,L,312.2,59,1372
7964,0,L,312.2,61,1510
7965,0,L,312.1,63,1423
7966,0,L,312.3,65,1464
7967,0,L,312.2,67,1602
7968,0,M,312.2,69,1629
7969,0,L,312.2,72,1811
7970,0,L,312.1,74,1711
7971,0,M,312.1,76,1297
7972,0,L,312.1,79,1405
7973,0,L,312.2,81,1397
7974,0,L,312.3,83,1682
7975,0,L,312.3,85,1528
7976,0,M,312.3,87,1548
7977,0,H,312.4,90,1395
7978,0,L,312.4,95,1378
7979,0,L,312.4,97,1480
7980,0,M,312.4,99,1428
7981,0,M,312.4,102,1505
7982,0,L,312.3,105,1445
7983,0,L,312.3,107,1488
7984,0,L,312.2,109,1601
7985,0,L,312.3,111,1550
7986,0,L,312.2,113,1540
7987,0,L,312.3,115,1587
7988,0,H,312.2,117,1489
7989,0,L,312.3,122,1486
7990,0,L,312.4,124,1430
7991,0,M,312.4,126,1809
7992,0,L,312.3,129,1534
7993,0,M,312.3,131,1852
7994,0,L,312.3,134,1595
7995,0,L,312.3,136,1424
7996,0,L,312.2,138,1776
7997,0,M,312.2,140,1499
7998,1,M,312.2,143,2710
7999,0,L,312.1,146,1359
8000,0,M,312.1,148,1617
8001,0,M,312.0,151,1443
8002,0,L,312.0,154,1374
8003,0,M,312.1,156,1851
8004,0,M,312.0,159,1274
8005,0,L,312.0,162,1533
8006,0,L,312.0,164,1477
8007,0,L,312.1,166,1462
8008,0,M,312.1,168,1664
8009,0,L,311.9,171,1414
8010,0,H,312.0,173,2129
8011,0,L,311.8,178,1323
8012,0,L,311.8,180,1427
8013,0,M,312.0,182,1375
8014,0,M,312.0,185,1402
8015,0,L,312.0,188,1500
8016,0,M,312.0,190,1558
8017,0,M,312.0,193,1447
8018,0,L,312.0,196,1518
8019,0,L,311.9,198,1889
8020,0,L,312.1,200,1675
8021,0,H,312.0,202,1720
8022,0,M,312.0,207,1499
8023,0,L,312.0,210,1441
8024,0,H,312.0,212,1397
8025,0,L,312.0,217,1493
8026,0,M,312.0,219,1422
8027,1,L,311.9,222,1399
8028,0,L,311.9,224,1425
8029,0,L,311.8,226,1501
8030,0,M,311.9,0,1629
8031,0,L,312.0,3,1490
8032,0,L,312.0,5,1550
8033,0,L,312.0,7,1416
8034,0,L,311.9,9,1485
8035,0,L,311.8,11,1564
8036,0,L,311.7,13,1910
8037,0,L,311.7,15,1460
8038,0,L,311.8,17,1603
8039,0,L,311.8,19,1486
8040,0,L,311.9,21,1560
8041,0,L,311.9,23,1498
8042,0,H,311.9,25,1431
8043,0,L,311.9,30,1486
8044,0,L,311.9,32,1486
8045,0,L,311.8,34,1441
8046,0,M,311.9,36,1366
8047,0,L,311.8,39,1471
8048,0,L,311.9,41,1463
8049,0,L,311.9,43,1413
8050,0,H,311.9,45,1604
8051,0,L,312.0,50,1401
8052,0,L,311.8,52,1652
8053,0,L,311.9,54,1403
8054,0,L,311.9,56,1887
8055,0,L,311.8,58,1405
8056,0,H,311.6,60,1496
8057,0,L,311.5,65,1499
8058,0,L,311.5,67,1549
8059,0,L,311.6,69,1515
8060,0,L,311.6,71,1540
8061,0,H,311.5,73,1426
8062,0,M,311.6,78,1465
8063,0,M,311.6,81,1359
8064,0,M,311.7,84,1551
8065,0,L,311.8,87,1596
8066,0,M,311.9,89,1670
8067,0,L,311.9,92,1868
8068,0,M,312.0,94,1490
8069,0,M,311.9,97,1676
8070,0,M,311.9,100,1875
8071,0,M,312.0,103,1867
8072,0,L,312.0,106,1646
8073,0,H,312.0,108,1375
8074,0,L,312.0,113,1558
8075,0,L,312.0,115,1631
8076,0,L,312.0,117,1366
8077,0,L,311.8,119,1360
8078,0,L,311.8,121,1547
8079,0,L,311.7,123,1571
8080,0,L,311.5,125,1528
8081,0,H,311.5,127,1432
8082,0,L,311.6,132,1356
8083,0,H,311.5,134,1422
8084,0,L,311.4,139,1438
8085,0,L,311.4,141,1483
8086,0,L,311.4,143,1331
8087,0,L,311.4,145,1463
8088,0,L,311.4,147,1446
8089,0,L,311.4,149,1356
8090,0,L,311.3,151,1676
8091,0,L,311.4,153,1910
8092,0,L,311.6,155,1375
8093,0,M,311.6,157,1513
8094,0,L,311.6,160,1511
8095,0,H,311.6,162,1662
8096,0,L,311.7,167,1493
8097,0,M,311.7,169,1555
8098,0,L,311.7,172,1452
8099,0,L,311.6,174,1500
8100,0,L,311.7,176,1603
8101,0,L,311.7,178,1682
8102,0,L,311.8,180,1567
8103,0,L,311.8,182,1413
8104,0,M,311.9,184,1429
8105,0,L,311.9,187,1692
8106,0,L,311.9,189,1476
8107,0,M,312.0,191,1596
8108,0,H,311.9,194,1390
8109,0,M,311.8,199,1607
8110,0,L,311.7,202,1821
8111,0,H,311.8,204,2141
8112,1,M,311.8,209,1553
8113,0,M,311.8,0,1442
8114,0,L,311.7,3,1459
8115,0,H,311.8,5,2496
8116,0,L,311.8,10,1367
8117,0,L,311.8,12,2004
8118,0,L,311.7,14,1406
8119,0,L,311.8,16,1548
8120,0,L,311.7,18,1333
8121,0,L,311.6,20,1767
8122,0,L,311.6,22,1827
8123,0,M,311.6,24,1533
8124,0,H,311.5,27,1515
8125,0,L,311.4,32,1568
8126,0,L,311.4,34,1452
8127,0,L,311.4,36,1433
8128,0,M,311.3,38,1650
8129,0,L,311.4,41,1629
8130,0,L,311.3,43,1520
8131,0,H,311.2,45,1393
8132,0,H,311.2,50,1364
8133,0,M,311.3,55,1389
8134,0,L,311.1,58,1466
8135,0,L,311.1,60,1650
8136,0,L,311.0,62,1554
8137,0,M,310.9,64,1474
8138,0,H,310.8,67,1600
8139,0,L,310.8,72,1356
8140,0,L,310.8,74,1571
8141,0,L,310.9,76,1658
8142,0,L,310.8,78,1393
8143,0,M,311.0,80,1448
8144,0,L,310.9,83,1477
8145,0,M,311.0,85,1506
8146,0,M,310.9,88,1685
8147,0,L,310.9,91,1533
8148,0,L,310.8,93,1447
8149,0,M,310.7,95,1488
8150,0,M,310.8,98,1427
8151,0,M,310.7,101,1424
8152,0,L,310.7,104,1472
8153,0,L,310.7,106,1438
8154,0,L,310.8,108,1507
8155,0,L,310.7,110,1393
8156,0,L,310.8,112,1283
8157,0,L,310.8,114,1644
8158,0,L,310.8,116,1498
8159,0,L,310.8,118,1400
8160,0,H,310.9,120,1679
8161,0,M,311.1,125,1618
8162,0,H,311.0,128,1714
8163,0,L,311.0,133,1574
8164,0,L,311.1,135,1574
8165,0,L,310.9,137,1472
8166,0,L,311.0,139,1552
8167,0,L,311.1,141,1603
8168,0,H,311.1,143,1353
8169,0,L,311.1,148,1690
8170,0,M,311.2,150,1745
8171,0,L,311.3,153,1522
8172,0,H,311.4,155,1641
8173,0,L,311.4,160,1596
8174,0,H,311.4,162,1497
8175,0,L,311.3,167,1371
8176,0,M,311.3,169,1445
8177,0,L,311.2,172,1564
8178,0,L,311.1,174,1439
8179,0,L,311.2,176,1352
8180,0,L,311.3,178,1560
8181,0,M,311.2,180,1616
8182,0,L,311.2,183,1835
8183,0,M,311.1,185,1649
8184,0,L,311.1,188,1452
8185,0,L,311.1,190,2144
8186,0,L,311.1,192,1554
8187,0,L,311.0,194,1827
8188,0,L,310.9,196,1448
8189,0,M,310.9,198,1530
8190,0,L,311.0,201,1983
8191,0,M,310.9,203,1620
8192,0,M,310.9,206,1630
8193,1,L,310.9,209,1229
8194,0,L,310.8,211,1873
8195,0,L,310.7,213,1426
8196,1,L,310.8,215,1376
8197,0,L,310.8,217,1622
8198,0,M,310.7,219,1492
8199,0,M,310.7,222,1374
8200,1,L,310.7,225,1737
8201,0,L,310.8,0,1426
8202,0,M,310.9,2,1826
8203,0,L,310.9,5,1669
8204,0,M,310.9,7,1473
8205,0,L,310.9,10,1751
8206,0,M,310.9,12,1446
8207,0,L,310.8,15,1483
8208,0,L,310.7,17,1535
8209,0,L,310.7,19,1477
8210,0,L,310.8,21,1391
8211,0,H,310.7,23,1636
8212,0,L,310.6,28,1675
8213,0,H,310.5,30,1329
8214,0,M,310.5,35,1548
8215,0,L,310.5,38,1391
8216,0,L,310.5,40,1437
8217,0,L,310.6,42,1370
8218,0,L,310.6,44,1577
8219,0,L,310.5,46,1485
8220,0,L,310.4,48,1504
8221,0,M,310.3,50,1551
8222,0,M,310.5,53,1428
8223,0,L,310.5,56,1755
8224,0,L,310.5,58,1329
8225,0,L,310.5,60,1496
8226,0,L,310.5,62,1532
8227,0,L,310.5,64,1389
8228,0,M,310.4,66,1524
8229,0,M,310.4,69,1422
8230,0,L,310.5,72,1739
8231,0,L,310.5,74,1736
8232,0,L,310.5,76,1419
8233,0,L,310.6,78,1326
8234,0,M,310.6,80,1449
8235,0,L,310.6,83,1534
8236,0,M,310.6,85,1443
8237,0,L,310.6,88,1498
8238,0,L,310.6,90,1796
8239,0,L,310.4,92,1519
8240,0,L,310.4,94,1339
8241,0,L,310.4,96,1483
8242,0,M,310.2,98,2099
8243,0,M,310.3,101,1689
8244,0,H,310.4,104,1369
8245,0,L,310.4,109,1512
8246,1,M,310.3,111,1303
8247,0,L,310.3,114,1552
8248,0,L,310.4,116,1713
8249,0,L,310.3,118,1456
8250,0,L,310.4,120,1524
8251,0,M,310.4,122,1394
8252,0,L,310.4,125,1981
8253,0,L,310.4,127,1565
8254,0,L,310.4,129,1657
8255,0,M,310.4,131,1625
8256,0,L,310.4,134,1606
8257,0,H,310.5,136,1336
8258,0,M,310.6,141,1587
8259,0,L,310.6,144,1602
8260,0,L,310.5,146,1471
8261,0,H,310.6,148,1332
8262,0,H,310.6,153,1434
8263,0,L,310.6,158,1921
8264,0,H,310.6,160,1704
8265,0,M,310.6,165,1397
8266,0,H,310.6,168,1791
8267,0,L,310.6,173,1818
8268,0,L,310.7,175,1540
8269,0,M,310.8,177,1502
8270,0,H,310.8,180,1761
8271,0,M,310.8,185,1517
8272,0,L,310.7,188,1309
8273,0,L,310.6,190,1363
8274,0,M,310.6,192,1787
8275,0,L,310.5,195,1640
8276,0,M,310.6,197,1720
8277,0,L,310.5,200,1384
8278,0,H,310.5,202,1294
8279,0,L,310.5,207,1464
8280,0,L,310.6,209,1803
8281,0,L,310.6,211,1602
8282,0,H,310.6,213,1519
8283,0,M,310.7,218,1638
8284,0,H,310.6,221,1615
8285,0,L,310.6,0,1651
8286,0,L,310.6,2,1387
8287,0,M,310.5,4,1678
8288,0,L,310.6,7,1585
8289,0,M,310.6,9,1640
8290,0,L,310.6,12,1406
8291,0,M,310.6,14,1679
8292,0,L,310.5,17,1717
8293,0,H,310.5,19,1429
8294,0,M,310.4,24,1533
8295,0,M,310.5,27,1525
8296,0,L,310.4,30,1739
8297,0,L,310.3,32,1436
8298,0,M,310.2,34,1595
8299,0,H,310.1,37,1435
8300,0,L,310.0,42,1637
8301,0,L,310.1,44,1558
8302,0,M,310.1,46,1644
8303,0,L,310.1,49,1641
8304,0,L,310.2,51,1504
8305,0,M,310.1,53,1506
8306,0,H,310.1,56,1380
8307,0,M,310.1,61,1549
8308,1,M,310.1,64,1402
8309,0,L,310.1,67,1401
8310,0,M,310.0,69,1459
8311,0,L,309.9,72,1465
8312,0,M,310.0,74,1295
8313,0,M,310.0,77,1529
8314,0,M,310.0,80,1484
8315,0,L,309.9,83,1739
8316,0,H,309.8,85,1422
8317,0,L,309.8,90,1463
8318,0,L,309.7,92,1667
8319,0,H,309.7,94,1565
8320,0,L,309.7,99,1393
8321,0,M,309.7,101,1453
8322,0,L,309.6,104,1442
8323,0,L,309.6,106,1364
8324,0,H,309.5,108,1453
8325,0,M,309.5,113,1394
8326,0,M,309.5,116,1500
8327,0,H,309.5,119,1523
8328,0,M,309.6,124,1254
8329,0,L,309.5,127,1325
8330,0,L,309.7,129,1424
8331,0,L,309.7,131,1505
8332,0,M,309.7,133,1392
8333,0,L,309.7,136,1529
8334,0,M,309.7,138,1477
8335,0,M,309.7,141,1459
8336,0,M,309.8,144,2240
8337,0,L,309.7,147,1449
8338,0,M,309.7,149,1589
8339,0,L,309.7,152,1740
8340,0,M,309.7,154,1499
8341,0,M,309.7,157,1480
8342,0,L,309.7,160,1751
8343,0,L,309.7,162,1510
8344,0,H,309.8,164,1437
8345,0,L,309.7,169,1609
8346,0,H,309.8,171,1490
8347,0,L,309.7,176,1601
8348,0,L,309.6,178,1665
8349,0,M,309.6,180,1452
8350,0,M,309.5,183,1487
8351,0,M,309.6,186,1382
8352,0,M,309.6,189,1686
8353,0,L,309.6,192,1491
8354,0,L,309.6,194,1442
8355,0,L,309.6,196,1390
8356,0,L,309.6,198,1502
8357,0,M,309.6,200,1344
8358,1,L,309.5,203,1385
8359,0,L,309.7,0,1547
8360,0,M,309.6,2,1525
8361,0,L,309.6,5,1540
8362,0,L,309.5,7,1450
8363,0,L,309.6,9,1353
8364,0,L,309.7,11,1582
8365,0,L,309.8,13,1396
8366,0,M,309.8,15,1551
8367,0,M,309.8,18,1836
8368,0,L,309.8,21,1390
8369,0,L,309.8,23,1534
8370,0,L,309.7,25,1953
8371,0,L,309.8,27,1634
8372,0,L,309.7,29,1881
8373,0,M,309.7,31,1448
8374,0,M,309.7,34,1362
8375,0,L,309.7,37,1225
8376,0,M,309.6,39,1384
8377,0,L,309.8,42,1334
8378,0,L,309.7,44,1336
8379,0,M,309.9,46,1331
8380,0,L,309.9,49,1629
8381,0,L,310.0,51,1776
8382,0,H,310.0,53,1530
8383,0,L,310.0,58,1719
8384,0,M,309.9,60,1495
8385,0,L,309.7,63,1450
8386,0,H,309.8,65,1563
8387,0,M,309.9,70,1501
